Researcher_ID,Name,Contribution,Category,Year,Keywords,Summary,Attribution,Status,Scope,Source,Source_title,Accessed,Supports,PMID,DOI,Note
pi_db959f18ca335e4da30d755c94cbb2f1,Scott Russo,Mapped reward-circuit adaptations associated with stress susceptibility and resilience,discovery,2007,social defeat stress; mesolimbic dopamine circuit; stress resilience; nucleus accumbens; molecular adaptations,A mouse social-defeat study separated susceptible and unsusceptible animals and identified mesolimbic reward-circuit molecular and electrophysiological adaptations associated with vulnerability or resistance to stress-induced behavioral changes.,"Coauthored with Vaishnav Krishnan, Ming-Hu Han, Danielle L. Graham, Olivier Berton, William Renthal, and colleagues; the primary paper lists Scott J. Russo as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/17956738/,Molecular adaptations underlying susceptibility and resistance to social defeat in brain reward regions.,2026-09-05,Supports the social-defeat susceptibility/resilience reward-circuit findings and Russo's coauthor role.,17956738,10.1016/j.cell.2007.09.018,"The contribution is coauthored work in a mouse model, not a human diagnostic claim."
pi_db959f18ca335e4da30d755c94cbb2f1,Scott Russo,Standardized repeated social defeat stress assay for mouse depression-related behavior,method,2011,repeated social defeat; mouse model; social avoidance; affective-like disorders; behavioral assay,"The protocol paper formalized stages for inducing and quantifying enduring social avoidance after repeated social defeat in mice, emphasizing throughput, reproducibility, and quantitative assessment.","Coauthored with Sam A. Golden, Herbert E. Covington, and Olivier Berton; the primary paper lists Scott J. Russo as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/21799487/,A standardized protocol for repeated social defeat stress in mice.,2026-09-05,Supports the standardized mouse repeated social-defeat protocol and Russo's coauthor role.,21799487,10.1038/nprot.2011.361,Summarized conceptually; no experimental protocol details are reproduced.
pi_db959f18ca335e4da30d755c94cbb2f1,Scott Russo,Linked social stress to nucleus accumbens blood-brain barrier dysfunction,discovery,2017,blood-brain barrier; claudin-5; nucleus accumbens; IL-6 infiltration; depression-like behavior,"In chronic social defeat, susceptible mice showed reduced claudin-5 and abnormal nucleus accumbens vasculature; experimentally reducing Cldn5 promoted peripheral IL-6 entry and depression-like behaviors, with parallel CLDN5 reduction reported in depressed patients.","Coauthored with Caroline Menard, Madeline L. Pfau, Georgia E. Hodes, Veronika Kana, Victoria X. Wang, and colleagues; the primary paper lists Scott J. Russo as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/29184215/,Social stress induces neurovascular pathology promoting depression.,2026-09-05,Supports the stress-associated BBB/claudin-5 mechanism and Russo's coauthor role.,29184215,10.1038/s41593-017-0010-3,Human evidence is limited to the reported postmortem molecular observation.
pi_5178e68fba945cd1bd89b8558631b604,Ivan de Araujo,Showed calorie-rich nutrients can recruit reward circuits without sweet taste signaling,discovery,2008,food reward; sweet-blind mice; dopamine release; ventral striatum; postingestive signals,"In mice lacking sweet taste transduction, sucrose still produced caloric preference, ventral striatal dopamine release, and neuronal sensitivity to caloric intake, indicating taste-independent reward signaling from nutrient value.","Coauthored with Albino J. Oliveira-Maia, Tatyana D. Sotnikova, Raul R. Gainetdinov, Marc G. Caron, Miguel A. L. Nicolelis, and Sidney A. Simon; the primary paper lists Ivan E. de Araujo as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/18367093/,Food reward in the absence of taste receptor signaling.,2026-09-05,Supports taste-independent caloric reward findings and de Araujo's first-author role.,18367093,10.1016/j.neuron.2008.01.032,The claim is limited to the reported mouse model and sucrose/caloric assays.
pi_5178e68fba945cd1bd89b8558631b604,Ivan de Araujo,Identified a vagal gut-to-brain circuit that can drive reward,discovery,2018,vagal sensory neurons; gut-induced reward; parabrachial relay; substantia nigra dopamine; flavor preference,"Optical activation and tracing showed that right vagal sensory ganglion pathways, relayed through dorsolateral parabrachial glutamatergic neurons to substantia nigra dopamine cells, could sustain self-stimulation and condition preferences.","Coauthored with Wenfei Han, Luis A. Tellez, Matthew H. Perkins, Isaac O. Perez, Taoran Qu, and colleagues; the primary paper lists Ivan E. de Araujo as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/30245012/,A Neural Circuit for Gut-Induced Reward.,2026-09-05,Supports the vagal gut-induced reward circuit and de Araujo's coauthor role.,30245012,10.1016/j.cell.2018.08.049,The source suggests therapeutic relevance but does not establish clinical efficacy.
pi_5178e68fba945cd1bd89b8558631b604,Ivan de Araujo,Mapped microbiota-dependent regulation of gut sympathetic neurons,discovery,2020,gut microbiota; sympathetic neurons; vagal afferents; short-chain fatty acids; gastrointestinal transit,"Gnotobiotic and circuit-tracing studies showed that gut microbiota suppress activation of gut-extrinsic sympathetic neurons, involving distal intestine-projecting vagal neurons and brainstem premotor circuits that influence gastrointestinal transit.","Coauthored with Paul A. Muller, Marc Schneeberger, Fanny Matheis, Putianqi Wang, Zachary Kerner, and colleagues; the primary paper lists Ivan de Araujo as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/32641826/,Microbiota modulate sympathetic neurons via a gut-brain circuit.,2026-09-05,Supports microbiota-dependent gut-brain control of sympathetic neurons and de Araujo's coauthor role.,32641826,10.1038/s41586-020-2474-7,The mechanistic scope is limited to the reported mouse circuit experiments.
pi_a9cf103b9e35564cb5a47140c93dfd92,Nicholas Bellono,Showed enterochromaffin cells couple gut chemosensing to sensory neural pathways,discovery,2017,enterochromaffin cells; gut chemosensing; serotonin; intestinal organoids; sensory afferents,"Using intestinal organoids and single-cell measurements, the study showed that serotonergic enterochromaffin cells are excitable chemosensors that detect environmental and metabolic cues and communicate with sensory nerve fibers.","Coauthored with James R. Bayrer, Duncan B. Leitch, Joel Castro, Chuchu Zhang, and colleagues; the primary paper lists Nicholas W. Bellono as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/28648659/,Enterochromaffin Cells Are Gut Chemosensors that Couple to Sensory Neural Pathways.,2026-09-05,Supports the EC-cell chemosensor finding and Bellono's first-author role.,28648659,10.1016/j.cell.2017.05.034,"The source supports cellular sensory transduction, not a complete gut-brain behavioral model."
pi_a9cf103b9e35564cb5a47140c93dfd92,Nicholas Bellono,Identified ion-channel mechanisms supporting skate electroreception,discovery,2017,electroreception; ampullae of Lorenzini; CaV1.3; BK channels; little skate,"In little skate electrosensory organs, CaV1.3 calcium channels and BK potassium channels were shown to be preferentially expressed and functionally coupled to support voltage oscillations for weak electrical signal detection.",Coauthored with Duncan B. Leitch and David Julius; the primary paper lists Nicholas W. Bellono as first author.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/28264196/,Molecular basis of ancestral vertebrate electroreception.,2026-09-05,Supports the ion-channel basis for electroreception and Bellono's first-author role.,28264196,10.1038/nature21401,The evolutionary interpretation is bounded to elasmobranch comparisons reported in the source.
pi_a9cf103b9e35564cb5a47140c93dfd92,Nicholas Bellono,Defined receptor mechanisms for octopus taste-by-touch sensation,discovery,2020,octopus arms; chemotactile receptors; taste by touch; peripheral nervous system; aquatic chemosensation,The study identified cephalopod-specific chemotactile receptor ion-channel complexes in octopus arms that detect contact-dependent natural products and support peripheral coding for arm-based exploratory behavior.,"Coauthored with Lena van Giesen, Peter B. Kilian, and Corey A. H. Allard; the primary paper lists Nicholas W. Bellono as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/33125889/,Molecular Basis of Chemotactile Sensation in Octopus.,2026-09-05,Supports octopus chemotactile receptor findings and Bellono's coauthor role.,33125889,10.1016/j.cell.2020.09.008,"The source concerns octopus sensory specialization, not mammalian somatosensation."
pi_e0009a89045151909c6df71201388955,Tomasz Nowakowski,Demonstrated low-coverage single-cell RNA sequencing for developing cerebral cortex,method,2014,single-cell mRNA sequencing; developing cerebral cortex; cell-type classification; microfluidic capture; Notch targets,"By downsampling and profiling hundreds of single cells from developing cortex, the study showed that shallow single-cell mRNA sequencing can classify cell types and identify biomarkers, including candidate Notch targets in human radial glia.","Coauthored with Alex A. Pollen, Joe Shuga, Xiaohui Wang, Anne A. Leyrat, and colleagues; the primary paper lists Tomasz J. Nowakowski as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/25086649/,Low-coverage single-cell mRNA sequencing reveals cellular heterogeneity and activated signaling pathways in developing cerebral cortex.,2026-09-05,Supports the low-coverage single-cell sequencing method and Nowakowski's coauthor role.,25086649,10.1038/nbt.2967,"The source supports a method evaluation and cortical application, not universal adequacy for all single-cell studies."
pi_e0009a89045151909c6df71201388955,Tomasz Nowakowski,Resolved molecular features of human outer radial glia,discovery,2015,outer radial glia; human cortical development; single-cell gene expression; STAT3 signaling; subventricular niche,"Single-cell analyses linked outer radial glia to extracellular matrix, migration, and stemness programs and showed that STAT3 signaling supports their cell-cycle progression and proliferative potential in the human cortical niche.","Coauthored with Alex A. Pollen, Jiadong Chen, Hanna Retallack, Carmen Sandoval-Espinosa, and colleagues; the primary paper lists Tomasz J. Nowakowski as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/26406371/,Molecular identity of human outer radial glia during cortical development.,2026-09-05,Supports outer radial glia molecular-identity findings and Nowakowski's coauthor role.,26406371,10.1016/j.cell.2015.09.004,The contribution is bounded to developmental human cortical radial glia.
pi_e0009a89045151909c6df71201388955,Tomasz Nowakowski,Mapped spatiotemporal gene-expression trajectories in developing human cortex,resource,2017,human telencephalon; developmental trajectories; radial glia maturation; neurogenesis; cortical areas,"The study identified discrete cell types and spatially and temporally restricted radial-glia and neurogenesis trajectories, supporting a mixed model of topographical, typological, and temporal hierarchy in human telencephalic development.","Coauthored with Aparna Bhaduri, Alex A. Pollen, Beatriz Alvarado, Mohammed A. Mostajo-Radji, and colleagues; the primary paper lists Tomasz J. Nowakowski as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/29217575/,Spatiotemporal gene expression trajectories reveal developmental hierarchies of the human cortex.,2026-09-05,Supports the developmental cortical trajectory map and Nowakowski's first-author role.,29217575,10.1126/science.aap8809,"The source supports human developmental cortical organization, not mature-cortex function."
pi_9b38161a0e80526f84686faa9418d168,Baljit Khakh,Linked astrocyte Kir4.1 deficits to neuronal dysfunction in Huntington's disease models,discovery,2014,astrocytes; Kir4.1 channels; Huntington's disease; striatal potassium; medium spiny neurons,"In Huntington's disease mouse models, reduced astrocyte Kir4.1 function elevated striatal extracellular potassium and medium spiny neuron excitability; restoring Kir4.1 in astrocytes improved aspects of neuronal dysfunction and motor phenotype.","Coauthored with Xiaoping Tong, Yan Ao, Guido C. Faas, Sinifunanya E. Nwaobi, Ji Xu, and colleagues; the primary paper lists Baljit S. Khakh as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/24686787/,Astrocyte Kir4.1 ion channel deficits contribute to neuronal dysfunction in Huntington's disease model mice.,2026-09-05,Supports the astrocyte Kir4.1 disease-mechanism finding and Khakh's coauthor role.,24686787,10.1038/nn.3691,The disease scope is limited to mouse models and reported rescue experiments.
pi_9b38161a0e80526f84686faa9418d168,Baljit Khakh,Showed astrocytes differ by neural circuit across molecular and functional dimensions,resource,2017,astrocyte diversity; striatal astrocytes; hippocampal astrocytes; transcriptomics; proteomics,"Integrated RNA, proteomic, imaging, electrophysiological, morphological, and ultrastructural analyses showed that adult striatal and hippocampal astrocytes differ in circuit-associated properties, supporting specialized astrocyte identities.","Coauthored with Hua Chai, Blanca Diaz-Castro, Eiji Shigetomi, Emma Monte, J. Christopher Octeau, and colleagues; the primary paper lists Baljit S. Khakh as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/28712653/,"Neural Circuit-Specialized Astrocytes: Transcriptomic, Proteomic, Morphological, and Functional Evidence.",2026-09-05,Supports circuit-specialized astrocyte evidence and Khakh's coauthor role.,28712653,10.1016/j.neuron.2017.06.029,The source compares specific adult mouse circuits under matched conditions.
pi_9b38161a0e80526f84686faa9418d168,Baljit Khakh,Mapped molecular programs underlying astrocyte diversity and morphology across CNS,resource,2022,astrocyte morphology; CNS-wide profiles; regional astrocyte genes; Alzheimer's risk genes; cognitive deficits,"CNS-wide mouse astrocyte profiling identified shared and region-specific molecular programs, gene networks correlated with morphology, and candidate genes whose reduction altered astrocyte complexity and cognition-related behaviors.","Coauthored with Fumito Endo, Atsushi Kasai, Joselyn S. Soto, Xinzhu Yu, Zhe Qu, and colleagues; the primary paper lists Baljit S. Khakh as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/36378959/,Molecular basis of astrocyte diversity and morphology across the CNS in health and disease.,2026-09-05,Supports CNS-wide astrocyte diversity and morphology findings and Khakh's coauthor role.,36378959,10.1126/science.adc9020,"Human disease relevance is reported through gene-expression comparisons, not clinical causality."
pi_a2412330288f553bb300dc6b74002029,Michael Sofroniew,Showed reactive astrocytes protect tissue after spinal cord injury,discovery,2004,reactive astrocytes; spinal cord injury; blood-brain barrier repair; tissue protection; motor deficits,"Conditional ablation of dividing reactive astrocytes after mouse spinal cord injury worsened barrier repair, leukocyte infiltration, tissue disruption, cell loss, and motor impairment, supporting protective roles for reactive astrocytes.","Coauthored with Jill R. Faulkner, Julia E. Herrmann, Michael J. Woo, Keith E. Tansey, and Ngan B. Doan; the primary paper lists Michael V. Sofroniew as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/14999065/,Reactive astrocytes protect tissue and preserve function after spinal cord injury.,2026-09-05,Supports protective reactive-astrocyte functions after SCI and Sofroniew's coauthor role.,14999065,10.1523/jneurosci.3547-03.2004,The claim is bounded to mouse stab and crush injury models.
pi_a2412330288f553bb300dc6b74002029,Michael Sofroniew,Defined STAT3-dependent astroglial scar-border organization,discovery,2013,STAT3; astroglial scar borders; reactive astroglia; inflammatory cells; spinal cord injury,"After spinal cord injury, newly proliferated elongated astroglia formed scar borders that corralled inflammatory and fibrotic cells; disrupting astroglial STAT3 impaired this organization and increased cell spread and neuronal loss.","Coauthored with Ina B. Wanner, Mark A. Anderson, Bingbing Song, Jaclynn Levine, Ana Fernandez, and colleagues; the primary paper lists Michael V. Sofroniew as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/23904622/,"Glial scar borders are formed by newly proliferated, elongated astrocytes that interact to corral inflammatory and fibrotic cells via STAT3-dependent mechanisms after spinal cord injury.",2026-09-05,Supports STAT3-dependent astroglial scar-border organization and Sofroniew's coauthor role.,23904622,10.1523/jneurosci.2121-13.2013,This curation does not reproduce technical intervention details.
pi_a2412330288f553bb300dc6b74002029,Michael Sofroniew,Challenged the view that astrocyte scars simply block CNS axon regrowth,discovery,2016,astrocyte scar; axon regeneration; spinal cord injury; growth factors; laminin-dependent regrowth,"Genetic manipulations showed that preventing or ablating astrocyte scars did not permit spontaneous axon regrowth and reduced stimulated sensory axon regrowth, indicating scar-forming astrocytes can aid regeneration in severe spinal cord lesions.","Coauthored with Mark A. Anderson, Joshua E. Burda, Yilong Ren, Yan Ao, Timothy M. O'Shea, and colleagues; the primary paper lists Michael V. Sofroniew as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/27027288/,Astrocyte scar formation aids central nervous system axon regeneration.,2026-09-05,Supports the scar-forming astrocyte regeneration finding and Sofroniew's coauthor role.,27027288,10.1038/nature17623,The source revises a spinal cord injury model assumption; it does not say scars are universally beneficial.
pi_0e5881ef2f9352a39adc41d52eb74e83,Mayank Mehta,Recorded dendritic membrane potentials and spikes in freely behaving rats,method,2017,dendritic membrane potential; dendritic action potentials; freely behaving rats; analog-digital coding; parietal cortex,"Stable multiday recordings from putative distal neocortical dendrites in freely behaving rats revealed dendritic action potentials with higher firing rates than somatic spikes, strong subthreshold membrane-potential fluctuations, and egocentric spatial maps.",Coauthored with ; the primary paper lists Mayank R Mehta as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/28280248/,Dynamics of cortical dendritic membrane potential and spikes in freely behaving rats.,2026-09-05,Supports freely behaving rat dendritic membrane-potential/spike findings and Mayank R. Mehta's full-name coauthor role.,28280248,10.1126/science.aaj1497,The technique and findings are bounded to the reported rat cortical recordings.
pi_0e5881ef2f9352a39adc41d52eb74e83,Mayank Mehta,Showed visual stimuli can evoke vectorial spatial selectivity in immobile rat hippocampus,discovery,2022,dorsal CA1; vectorial spatial selectivity; immobile rat; moving bar of light; retrospective coding,"In body-fixed rats, a moving bar of light elicited stable dorsal CA1 activity tuned to angular position, direction, or distance, demonstrating visually evoked vectorial selectivity that could relate to place-like coding.",Coauthored with ; the primary paper lists Mayank R Mehta as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/35140401/,Moving bar of light evokes vectorial spatial selectivity in the immobile rat hippocampus.,2026-09-05,Supports the moving-bar hippocampal vectorial selectivity finding and Mayank R. Mehta's full-name coauthor role.,35140401,10.1038/s41586-022-04404-x,The source distinguishes this retrospective visual selectivity from classic prospective place-cell coding.
pi_0e5881ef2f9352a39adc41d52eb74e83,Mayank Mehta,Linked hippocampal multiplexed tuning with plasticity and virtual navigation,discovery,2021,hippocampal CA1; virtual navigation; multiplexed tuning; Hebbian plasticity; path distance,"During rat virtual navigation, dorsal CA1 neurons multiplexed path distance, head angle, and allocentric position, with task- and experience-dependent tuning that increasingly predicted behavior and supported episodic navigation sequences.",Coauthored with ; the primary paper lists Mayank R Mehta as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/34671157/,"Linking hippocampal multiplexed tuning, Hebbian plasticity and navigation.",2026-09-05,Supports hippocampal multiplexed tuning/navigation findings and Mayank R. Mehta's full-name coauthor role.,34671157,10.1038/s41586-021-03989-z,This entry uses a full-name source-cache anchor closely related to the user-specified virtual-reality evidence.
pi_5e132d990e2555aca9713f03f25a7ac1,Anthony Zador,Showed balanced inhibition sharpens spike timing in auditory cortex,discovery,2003,auditory cortex; balanced inhibition; whole-cell recordings; frequency tuning; spike timing,"In vivo recordings found that tone-evoked excitatory and inhibitory receptive fields overlapped closely, while rapid inhibition curtailed spiking within milliseconds, suggesting inhibition improved temporal precision rather than creating tuning by lateral suppression.",Coauthored with Michael Wehr; the primary paper lists Anthony M. Zador as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/14647382/,Balanced inhibition underlies tuning and sharpens spike timing in auditory cortex.,2026-09-05,Supports the balanced inhibition auditory-cortex finding and Zador's coauthor role.,14647382,10.1038/nature02116,The conclusion is bounded to primary auditory cortex recordings.
pi_5e132d990e2555aca9713f03f25a7ac1,Anthony Zador,Developed photostimulation-assisted tagging of neuronal populations during in vivo recording,tool,2009,PINP; channelrhodopsin-2; neuronal tagging; in vivo electrophysiology; genetically identifiable neurons,"PINP used restricted channelrhodopsin expression and brief light pulses to identify genetically or projection-defined neuronal populations during in vivo electrophysiological recordings, enabling population-specific activity monitoring.","Coauthored with Susana Q. Lima, Tomás Hromádka, and Petr Znamenskiy; the primary paper lists Anthony M. Zador as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/19584920/,PINP: a new method of tagging neuronal populations for identification during in vivo electrophysiological recording.,2026-09-05,Supports the PINP method and Zador's coauthor role.,19584920,10.1371/journal.pone.0006099,Summarized at the conceptual tool level without protocol details.
pi_5e132d990e2555aca9713f03f25a7ac1,Anthony Zador,Introduced MAPseq for high-throughput single-neuron projection mapping,tool,2016,MAPseq; barcoded RNA; single-neuron projections; locus coeruleus; sequencing neuroanatomy,"MAPseq reframed projection mapping as a sequencing problem by labeling neurons with random RNA barcodes and sequencing projection-area barcode distributions, enabling large-scale single-neuron axonal projection analysis.","Coauthored with Justus M. Kebschull, Pedro Garcia da Silva, Ashlan P. Reid, Ian D. Peikon, and Dinu F. Albeanu; the primary paper lists Anthony M. Zador as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/27545715/,High-Throughput Mapping of Single-Neuron Projections by Sequencing of Barcoded RNA.,2026-09-05,Supports the MAPseq projection-mapping method and Zador's coauthor role.,27545715,10.1016/j.neuron.2016.07.036,No implementation or viral delivery steps are included.
pi_4a237277aec3565a9854d612353b4c6e,Bo Li,Defined experience-dependent plasticity in a central amygdala fear circuit,discovery,2013,central amygdala; fear conditioning; somatostatin neurons; synaptic plasticity; fear memory,"In mice, fear conditioning potentiated lateral central amygdala inputs to somatostatin-positive inhibitory neurons; activating these neurons was necessary and sufficient for fear responses, supporting a disinhibitory circuit model for fear expression.","Coauthored with Haohong Li, Mario A. Penzo, Hiroki Taniguchi, Charles D. Kopec, and Z. Josh Huang; the primary paper lists Bo Li as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/23354330/,Experience-dependent modification of a central amygdala fear circuit.,2026-09-05,Supports the central amygdala fear-circuit plasticity finding and Bo Li's coauthor role.,23354330,10.1038/nn.3322,The finding is bounded to the reported mouse CeA circuit.
pi_4a237277aec3565a9854d612353b4c6e,Bo Li,Showed mediodorsal thalamus drives feedforward inhibition in anterior cingulate cortex,discovery,2015,mediodorsal thalamus; anterior cingulate cortex; parvalbumin interneurons; feedforward inhibition; prefrontal circuitry,"The study showed that mediodorsal thalamic inputs directly excite parvalbumin interneurons in dorsal anterior cingulate cortex, producing feedforward inhibition that constrains pyramidal-neuron integration windows with flexibility distinct from sensory cortex.","Coauthored with Kristen Delevich, Jason Tucciarone, and Z. Josh Huang; the primary paper lists Bo Li as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/25855185/,The mediodorsal thalamus drives feedforward inhibition in the anterior cingulate cortex via parvalbumin interneurons.,2026-09-05,Supports the MD-to-dACC feedforward inhibition finding and Bo Li's coauthor role.,25855185,10.1523/jneurosci.4565-14.2015,"The source provides circuit evidence in mice, not a general theory of cognition."
pi_629582c4e69f53d3b5408b57d3907fa2,Ueli Rutishauser,Showed medial frontal cortex flexibly recruits memory-based choice representations,discovery,2020,medial frontal cortex; memory-based choice; human single neurons; hippocampus; amygdala,Human single-neuron recordings showed that medial frontal cortex rapidly changed neural subspaces with task goals and selectively coordinated with hippocampal and amygdala field potentials when decisions required memory retrieval.,"Coauthored with Juri Minxha, Ralph Adolphs, Stefano Fusi, and Adam N. Mamelak; the primary paper lists Ueli Rutishauser as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/32586990/,Flexible recruitment of memory-based choice representations by the human medial frontal cortex.,2026-09-05,Supports flexible MFC memory-based choice representations and Rutishauser's coauthor role.,32586990,10.1126/science.aba3313,The study is based on recordings from neurosurgical human subjects.
pi_629582c4e69f53d3b5408b57d3907fa2,Ueli Rutishauser,Dissociated human subthalamic neurons for action selection and cancellation,discovery,2021,subthalamic nucleus; action cancellation; stop-signal task; human single neurons; cognitive control,"Recordings from human subthalamic nucleus found movement-related neurons and fast stop-signal neurons with distinct dorsal-ventral organization, indicating anatomically segregated signals for action selection and cancellation.","Coauthored with Clayton P. Mosher, Adam N. Mamelak, Mahsa Malekmohammadi, and Nader Pouratian; the primary paper lists Ueli Rutishauser as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/33482087/,Distinct roles of dorsal and ventral subthalamic neurons in action selection and cancellation.,2026-09-05,Supports STN action selection/cancellation findings and Rutishauser's coauthor role.,33482087,10.1016/j.neuron.2020.12.025,The source distinguishes single-neuron signals from later beta-bursting events.
pi_629582c4e69f53d3b5408b57d3907fa2,Ueli Rutishauser,Resolved task-general and task-specific geometry of human medial frontal performance monitoring,discovery,2022,performance monitoring; medial frontal cortex; conflict probability; representational geometry; human neurons,"Single-neuron recordings during two conflict tasks showed intermixed medial frontal neurons encoding conflict probability, conflict, and error in a geometry that permitted both task specialization and abstract generalization.","Coauthored with Zhongzheng Fu, Danielle Beam, Jeffrey M. Chung, Chrystal M. Reed, Adam N. Mamelak, and Ralph Adolphs; the primary paper lists Ueli Rutishauser as a coauthor and last author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/35511978/,The geometry of domain-general performance monitoring in the human medial frontal cortex.,2026-09-05,Supports MFC performance-monitoring representational geometry and Rutishauser's coauthor role.,35511978,10.1126/science.abm9922,The claim is limited to the reported tasks and recording context.
pi_23cddd8a671057c095a4a314e84d4676,Marianne Bronner,Showed a shared Sox10 enhancer is deployed differently in otic placode and neural crest,discovery,2011,Sox10 enhancer; otic placode; neural crest; avian embryo; paralogous transcription factors,"In avian embryos, a conserved Sox10 enhancer was shown to drive expression in both otic placode and neural crest, but through distinct paralogous transcription-factor combinations in each tissue.",Coauthored with Paola Betancur and Tatjana Sauka-Spengler; the primary paper lists Marianne Bronner as a coauthor and last author.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/21775416/,A Sox10 enhancer element common to the otic placode and neural crest is activated by tissue-specific paralogs.,2026-09-05,Supports the Sox10 enhancer regulatory finding and Bronner's coauthor role.,21775416,10.1242/dev.057836,The source concerns developmental gene regulation in embryonic tissues.
pi_23cddd8a671057c095a4a314e84d4676,Marianne Bronner,Identified CD151 as required for maintaining trigeminal placode identity,discovery,2011,CD151; trigeminal placode; Pax3; chicken embryo; cranial sensory development,"Loss of the tetraspanin CD151 reduced maintenance of Pax3-positive trigeminal placode cells and later ophthalmic trigeminal neurons, supporting a role in preserving the placode specification state.",Coauthored with Kathryn L. McCabe; the primary paper lists Marianne Bronner as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/21250998/,"Tetraspanin, CD151, is required for maintenance of trigeminal placode identity.",2026-09-05,Supports the CD151 trigeminal placode finding and Bronner's coauthor role.,21250998,10.1111/j.1471-4159.2011.07190.x,The finding is bounded to the developing chicken trigeminal system.
pi_23cddd8a671057c095a4a314e84d4676,Marianne Bronner,Created a live-imaging zebrafish Crmp1 protein-trap resource for nervous-system development,tool,2011,Crmp1; zebrafish; protein trap; live imaging; nervous system development,"A zebrafish gene-trap line expressing fluorescently tagged Crmp1 enabled live subcellular tracking of Crmp1 in developing neural regions including forebrain, optic tectum, spinal cord, telencephalon, habenula, and cerebellum.",Coauthored with Chathurani S. Jayasena and Le A. Trinh; the primary paper lists Marianne Bronner as a coauthor and last author.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/21628002/,Live imaging of endogenous Collapsin response mediator protein-1 expression at subcellular resolution during zebrafish nervous system development.,2026-09-05,Supports the Crmp1 live-imaging resource and Bronner's coauthor role.,21628002,10.1016/j.gep.2011.05.002,"The source supports a developmental imaging line, not a mechanistic function for every labeled neuron."
pi_e91163dd2e115b36b755eaf4086f8c91,Coleen Murphy,Mapped DAF-16 downstream genes influencing C. elegans lifespan,discovery,2003,DAF-16; C. elegans; lifespan; insulin signaling; stress-response genes,"Expression profiling during early adulthood identified DAF-16-regulated genes downstream of insulin/IGF signaling, and functional testing indicated that many of these targets influence worm aging.","Coauthored with Steven A. McCarroll, Cornelia I. Bargmann, Andrew Fraser, Ravi S. Kamath, and colleagues; the primary paper lists Coleen T. Murphy as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/12845331/,Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans.,2026-09-05,Supports DAF-16 downstream lifespan gene findings and Murphy's first-author role.,12845331,10.1038/nature01789,"The source is a C. elegans aging study, not a direct human aging intervention."
